delivery_id,order_id,personnel_id,pickup_time,estimated_delivery_time,actual_delivery_time,delivery_status,distance_km,delivery_rating,customer_feedback
3039,3039,12,2026-02-05 13:24:44,2026-02-05 14:08:44,2026-02-05 14:24:44,failed,4.4,4.7,Fast delivery
3040,3040,40,2026-03-28 13:27:44,2026-03-28 14:18:44,2026-03-28 14:25:44,pending,13.66,4.39,
3041,3041,25,2026-02-19 13:10:44,2026-02-19 14:06:44,2026-02-19 14:18:44,pending,4.63,4.96,Good experience
3042,3042,12,2026-02-07 13:10:44,2026-02-07 14:18:44,2026-02-07 14:30:44,picked_up,23.76,,Fast delivery
3043,3043,8,2026-02-17 13:24:44,2026-02-17 13:58:44,2026-02-17 14:04:44,picked_up,6.43,3.15,Fast delivery
3044,3044,46,2026-02-23 13:14:44,2026-02-23 14:44:44,2026-02-23 15:04:44,in_transit,22.54,,Good experience
3045,3045,28,2026-03-12 12:59:44,2026-03-12 13:29:44,2026-03-12 13:54:44,delivered,19.71,3.21,Fast delivery
3046,3046,23,2026-02-05 13:31:44,2026-02-05 14:23:44,2026-02-05 14:45:44,pending,11.84,,
3047,3047,9,2026-02-18 13:28:44,2026-02-18 14:54:44,2026-02-18 14:43:44,failed,17.66,,
3048,3048,4,2026-04-02 12:52:44,2026-04-02 13:48:44,2026-04-02 14:18:44,pending,4.32,4.03,
3049,3049,6,2026-03-02 13:19:44,2026-03-02 14:06:44,2026-03-02 14:18:44,delivered,24.65,,Fast delivery
3050,3050,44,2026-04-10 13:27:44,2026-04-10 14:23:44,2026-04-10 14:48:44,pending,13.39,3.01,Fast delivery
3051,3051,20,2026-02-13 13:31:44,2026-02-13 14:19:44,2026-02-13 14:34:44,assigned,8.08,,Fast delivery
3052,3052,17,2026-03-04 13:12:44,2026-03-04 13:32:44,,pending,10.56,,
3053,3053,48,2026-03-26 13:24:44,2026-03-26 14:16:44,2026-03-26 14:45:44,assigned,19.83,4.89,Great service!
3054,3054,21,2026-03-14 12:53:44,2026-03-14 13:51:44,2026-03-14 14:13:44,assigned,19.33,3.11,Great service!
3055,3055,41,2026-02-26 13:09:44,2026-02-26 13:37:44,2026-02-26 13:44:44,delivered,11.19,4.32,
3056,3056,37,2026-01-22 12:51:44,2026-01-22 14:10:44,2026-01-22 14:32:44,picked_up,19.47,,Fast delivery
3057,3057,12,2026-02-14 12:55:44,2026-02-14 13:27:44,2026-02-14 13:22:44,in_transit,11.31,4.92,Fast delivery
3058,3058,4,2026-03-02 12:52:44,2026-03-02 14:04:44,,failed,15.82,,Fast delivery
3059,3059,13,2026-02-14 13:01:44,2026-02-14 14:11:44,,delivered,4.91,3.28,Fast delivery
3060,3060,37,2026-02-01 13:19:44,2026-02-01 13:50:44,2026-02-01 14:09:44,in_transit,20.88,3.71,Fast delivery
3061,3061,25,2026-03-11 13:23:44,2026-03-11 13:44:44,,assigned,18.67,,Good experience
3062,3062,6,2026-04-07 12:51:44,2026-04-07 13:54:44,2026-04-07 13:49:44,picked_up,10.65,3.07,Good experience
3063,3063,21,2026-02-25 12:55:44,2026-02-25 13:45:44,2026-02-25 14:03:44,assigned,6.15,4.58,
3064,3064,17,2026-02-24 13:18:44,2026-02-24 14:26:44,2026-02-24 14:27:44,pending,8.01,,
3065,3065,28,2026-03-27 13:22:44,2026-03-27 14:15:44,2026-03-27 14:25:44,failed,2.54,,Good experience
3066,3066,46,2026-03-10 13:05:44,2026-03-10 13:53:44,,picked_up,6.36,,
3067,3067,14,2026-02-17 12:54:44,2026-02-17 14:10:44,2026-02-17 14:14:44,delivered,6.69,,
3068,3068,16,2026-02-07 13:00:44,2026-02-07 13:23:44,,pending,19.65,4.21,Good experience
3069,3069,22,2026-04-09 13:07:44,2026-04-09 14:21:44,2026-04-09 14:14:44,delivered,22.28,,Great service!
3070,3070,13,2026-02-22 13:30:44,2026-02-22 14:33:44,,pending,10.49,4.7,Good experience
3071,3071,23,2026-03-12 12:51:44,2026-03-12 14:15:44,2026-03-12 14:32:44,failed,9.11,3.58,Great service!
3072,3072,30,2026-01-20 13:24:44,2026-01-20 13:47:44,2026-01-20 13:33:44,failed,8.33,4.98,
3073,3073,42,2026-02-14 13:12:44,2026-02-14 14:27:44,2026-02-14 14:12:44,picked_up,4.32,,Great service!
3074,3074,31,2026-03-01 13:03:44,2026-03-01 13:29:44,2026-03-01 13:57:44,picked_up,5.99,,Fast delivery
3075,3075,5,2026-03-06 12:54:44,2026-03-06 13:59:44,2026-03-06 14:21:44,assigned,19.99,3.03,
3076,3076,12,2026-03-06 13:28:44,2026-03-06 14:47:44,2026-03-06 14:53:44,delivered,15.84,3.64,Good experience
3077,3077,15,2026-02-13 12:55:44,2026-02-13 14:12:44,2026-02-13 14:17:44,in_transit,19.76,,Fast delivery
3078,3078,30,2026-03-17 13:31:44,2026-03-17 13:59:44,2026-03-17 13:55:44,pending,23.18,4.99,
3079,3079,45,2026-02-19 13:13:44,2026-02-19 14:18:44,2026-02-19 14:35:44,pending,11.74,,Good experience
3080,3080,24,2026-02-23 13:12:44,2026-02-23 14:33:44,2026-02-23 14:55:44,in_transit,3.71,,Good experience
3081,3081,10,2026-04-05 12:46:44,2026-04-05 13:14:44,2026-04-05 13:01:44,delivered,7.92,3.88,Good experience
3082,3082,18,2026-03-09 13:01:44,2026-03-09 13:24:44,2026-03-09 13:39:44,assigned,12.97,4.95,Good experience
3083,3083,12,2026-01-30 12:53:44,2026-01-30 13:17:44,2026-01-30 13:17:44,picked_up,12.98,3.9,Great service!
3084,3084,27,2026-03-17 13:11:44,2026-03-17 14:12:44,2026-03-17 14:31:44,pending,24.49,4.44,Good experience
3085,3085,22,2026-02-26 12:57:44,2026-02-26 13:35:44,2026-02-26 13:33:44,in_transit,13.32,,
3086,3086,15,2026-03-31 13:08:44,2026-03-31 14:24:44,2026-03-31 14:37:44,picked_up,22.23,4.57,Fast delivery
3087,3087,13,2026-03-27 12:53:44,2026-03-27 14:16:44,2026-03-27 14:11:44,in_transit,22.43,4.58,Great service!
3088,3088,37,2026-04-19 12:57:44,2026-04-19 14:24:44,2026-04-19 14:10:44,in_transit,15.55,3.88,Good experience
3089,3089,24,2026-01-26 13:14:44,2026-01-26 13:35:44,2026-01-26 13:44:44,in_transit,15.81,3.31,
3090,3090,46,2026-01-23 12:55:44,2026-01-23 13:16:44,2026-01-23 13:13:44,assigned,23.25,,Fast delivery
3091,3091,49,2026-04-02 12:51:44,2026-04-02 13:50:44,2026-04-02 14:07:44,pending,12.87,3.52,Great service!
3092,3092,26,2026-04-03 13:28:44,2026-04-03 14:09:44,2026-04-03 14:25:44,pending,16.05,3.08,Great service!
3093,3093,28,2026-01-28 12:48:44,2026-01-28 13:21:44,2026-01-28 13:11:44,delivered,23.83,4.26,Good experience
3094,3094,9,2026-04-14 13:14:44,2026-04-14 14:40:44,2026-04-14 14:33:44,failed,4.81,,
3095,3095,6,2026-02-02 12:55:44,2026-02-02 13:41:44,2026-02-02 14:06:44,assigned,7.95,,
3096,3096,38,2026-02-28 12:47:44,2026-02-28 13:37:44,2026-02-28 13:55:44,assigned,19.99,,Great service!
3097,3097,45,2026-02-18 12:47:44,2026-02-18 13:14:44,2026-02-18 13:27:44,pending,11.61,,
3098,3098,41,2026-03-07 12:55:44,2026-03-07 13:56:44,2026-03-07 14:03:44,pending,4.82,3.34,
3099,3099,12,2026-02-11 12:52:44,2026-02-11 14:08:44,2026-02-11 14:35:44,assigned,2.33,4.28,Great service!
3100,3100,32,2026-03-22 12:53:44,2026-03-22 13:50:44,2026-03-22 14:12:44,in_transit,6.49,,
3101,3101,13,2026-04-05 12:56:44,2026-04-05 14:11:44,2026-04-05 14:02:44,in_transit,12.96,4.39,Great service!
3102,3102,8,2026-03-27 12:57:44,2026-03-27 14:26:44,2026-03-27 14:23:44,in_transit,21.2,3.06,Great service!
3103,3103,13,2026-03-05 13:09:44,2026-03-05 13:36:44,2026-03-05 14:06:44,in_transit,18.17,4.57,
3104,3104,25,2026-04-19 13:00:44,2026-04-19 13:52:44,2026-04-19 14:07:44,failed,8.93,4.41,Good experience
3105,3105,39,2026-01-21 13:28:44,2026-01-21 14:26:44,2026-01-21 14:56:44,assigned,3.54,3.82,
3106,3106,2,2026-02-02 13:00:44,2026-02-02 13:42:44,2026-02-02 14:09:44,in_transit,22.58,,
3107,3107,26,2026-04-02 13:20:44,2026-04-02 14:30:44,2026-04-02 14:44:44,assigned,22.56,4.41,Great service!
3108,3108,12,2026-04-16 13:28:44,2026-04-16 14:54:44,2026-04-16 15:12:44,picked_up,4.77,4.37,
3109,3109,37,2026-02-19 13:11:44,2026-02-19 14:39:44,2026-02-19 15:05:44,pending,2.96,4.15,
3110,3110,15,2026-04-19 12:49:44,2026-04-19 14:09:44,2026-04-19 14:26:44,pending,11.33,4.04,Fast delivery
3111,3111,35,2026-04-17 13:16:44,2026-04-17 14:11:44,2026-04-17 14:15:44,pending,21.41,4.38,Great service!
3112,3112,33,2026-03-28 13:19:44,2026-03-28 14:18:44,2026-03-28 14:45:44,delivered,24.2,3.24,Good experience
3113,3113,41,2026-03-04 13:15:44,2026-03-04 13:37:44,2026-03-04 13:38:44,picked_up,23.11,3.65,Fast delivery
3114,3114,29,2026-02-24 12:48:44,2026-02-24 14:04:44,2026-02-24 14:22:44,assigned,24.64,4.13,Great service!
3115,3115,11,2026-04-06 13:29:44,2026-04-06 13:54:44,2026-04-06 14:18:44,in_transit,21.62,3.15,Good experience
3116,3116,24,2026-03-16 12:54:44,2026-03-16 13:17:44,2026-03-16 13:21:44,pending,9.89,3.93,
3117,3117,45,2026-03-15 12:58:44,2026-03-15 13:47:44,,picked_up,11.25,,Fast delivery
3118,3118,50,2026-04-14 13:16:44,2026-04-14 14:46:44,2026-04-14 15:10:44,picked_up,11.1,,
3119,3119,12,2026-03-21 13:01:44,2026-03-21 14:20:44,2026-03-21 14:50:44,in_transit,7.0,3.69,Good experience
3120,3120,16,2026-04-14 13:23:44,2026-04-14 14:51:44,2026-04-14 14:55:44,failed,3.43,4.16,Fast delivery
3121,3121,44,2026-03-03 13:24:44,2026-03-03 13:49:44,2026-03-03 14:07:44,pending,23.82,3.96,Fast delivery
3122,3122,43,2026-03-20 12:59:44,2026-03-20 14:17:44,2026-03-20 14:21:44,delivered,4.66,,
3123,3123,8,2026-04-11 12:51:44,2026-04-11 13:11:44,2026-04-11 13:33:44,pending,24.71,4.29,Good experience
3124,3124,48,2026-02-17 13:17:44,2026-02-17 14:18:44,2026-02-17 14:43:44,failed,18.52,,
3125,3125,35,2026-03-26 12:48:44,2026-03-26 13:08:44,2026-03-26 13:34:44,pending,10.78,3.85,Great service!
3126,3126,25,2026-01-26 13:15:44,2026-01-26 14:08:44,2026-01-26 14:34:44,in_transit,5.71,4.5,Great service!
3127,3127,9,2026-04-09 13:03:44,2026-04-09 14:28:44,2026-04-09 14:43:44,delivered,22.85,4.33,Fast delivery
3128,3128,48,2026-04-07 13:00:44,2026-04-07 14:17:44,2026-04-07 14:24:44,in_transit,15.74,4.99,Fast delivery
3129,3129,33,2026-04-06 13:30:44,2026-04-06 14:32:44,2026-04-06 14:18:44,picked_up,10.69,,Fast delivery
3130,3130,4,2026-02-24 13:07:44,2026-02-24 14:27:44,2026-02-24 14:14:44,assigned,4.23,4.49,
3131,3131,16,2026-03-03 13:16:44,2026-03-03 13:57:44,2026-03-03 13:53:44,failed,12.85,4.29,
3132,3132,11,2026-04-13 13:00:44,2026-04-13 13:56:44,2026-04-13 14:16:44,failed,12.18,4.72,Good experience
3133,3133,50,2026-02-15 13:26:44,2026-02-15 14:24:44,2026-02-15 14:14:44,pending,13.04,,Fast delivery
3134,3134,18,2026-03-03 12:59:44,2026-03-03 14:16:44,,delivered,5.08,4.19,
3135,3135,5,2026-02-13 13:11:44,2026-02-13 14:22:44,2026-02-13 14:36:44,picked_up,2.95,3.09,
3136,3136,5,2026-02-22 13:12:44,2026-02-22 14:07:44,2026-02-22 14:35:44,delivered,12.18,,
3137,3137,37,2026-04-13 13:20:44,2026-04-13 14:28:44,2026-04-13 14:57:44,failed,14.05,,Good experience
3138,3138,47,2026-04-07 12:56:44,2026-04-07 13:19:44,2026-04-07 13:30:44,assigned,20.11,4.11,Good experience
3139,3139,28,2026-02-02 12:53:44,2026-02-02 13:27:44,2026-02-02 13:37:44,pending,16.11,3.62,Good experience
3140,3140,49,2026-04-08 13:11:44,2026-04-08 13:32:44,2026-04-08 13:32:44,assigned,5.48,,Good experience
3141,3141,37,2026-01-31 13:14:44,2026-01-31 13:55:44,,failed,7.75,3.97,Good experience
3142,3142,40,2026-02-06 12:46:44,2026-02-06 13:42:44,2026-02-06 13:38:44,pending,6.2,4.7,Good experience
3143,3143,16,2026-02-17 13:01:44,2026-02-17 13:58:44,2026-02-17 13:54:44,assigned,3.01,4.0,
3144,3144,12,2026-02-13 12:53:44,2026-02-13 13:28:44,2026-02-13 13:16:44,pending,20.32,,Good experience
3145,3145,25,2026-04-20 12:46:44,2026-04-20 14:10:44,2026-04-20 14:36:44,delivered,6.52,,
3146,3146,20,2026-03-03 13:00:44,2026-03-03 13:44:44,,failed,4.99,,
3147,3147,6,2026-03-25 13:07:44,2026-03-25 14:29:44,,failed,5.74,,
3148,3148,32,2026-04-02 12:51:44,2026-04-02 13:27:44,2026-04-02 13:37:44,picked_up,16.69,,
3149,3149,29,2026-03-27 13:05:44,2026-03-27 14:32:44,2026-03-27 15:00:44,picked_up,13.68,4.94,Good experience
3150,3150,39,2026-02-08 13:14:44,2026-02-08 14:11:44,,in_transit,22.32,3.38,Great service!
3151,3151,50,2026-04-14 13:02:44,2026-04-14 13:44:44,2026-04-14 13:30:44,in_transit,20.85,,Good experience
3152,3152,18,2026-03-28 13:24:44,2026-03-28 14:00:44,2026-03-28 13:50:44,pending,4.0,,Good experience
3153,3153,19,2026-02-06 12:58:44,2026-02-06 13:32:44,2026-02-06 13:30:44,failed,21.78,,Great service!
3154,3154,7,2026-03-06 12:59:44,2026-03-06 13:23:44,,picked_up,16.44,,
3155,3155,11,2026-03-25 13:01:44,2026-03-25 13:35:44,,picked_up,22.74,3.46,Great service!
3156,3156,24,2026-03-06 13:04:44,2026-03-06 14:13:44,2026-03-06 14:07:44,delivered,12.33,4.75,
3157,3157,32,2026-02-21 13:30:44,2026-02-21 14:30:44,2026-02-21 14:21:44,picked_up,18.0,3.3,
3158,3158,18,2026-03-27 13:08:44,2026-03-27 13:36:44,,assigned,9.87,,
3159,3159,26,2026-02-06 13:04:44,2026-02-06 14:08:44,2026-02-06 13:59:44,delivered,14.38,3.97,Fast delivery
3160,3160,18,2026-03-08 13:03:44,2026-03-08 14:18:44,2026-03-08 14:35:44,failed,15.77,,
3161,3161,24,2026-03-22 13:09:44,2026-03-22 13:38:44,2026-03-22 13:41:44,failed,20.74,,
3162,3162,35,2026-03-10 13:18:44,2026-03-10 14:14:44,2026-03-10 14:42:44,picked_up,5.45,,
3163,3163,35,2026-04-10 13:17:44,2026-04-10 13:41:44,2026-04-10 13:34:44,assigned,11.57,3.64,
3164,3164,21,2026-03-26 13:00:44,2026-03-26 14:08:44,2026-03-26 14:10:44,picked_up,16.27,4.8,Good experience
3165,3165,7,2026-02-07 12:54:44,2026-02-07 13:51:44,2026-02-07 13:49:44,failed,14.31,3.52,
3166,3166,24,2026-03-08 13:28:44,2026-03-08 14:38:44,,picked_up,3.46,,Fast delivery
3167,3167,19,2026-03-15 13:05:44,2026-03-15 13:37:44,,assigned,5.78,4.36,Good experience
3168,3168,38,2026-02-14 12:52:44,2026-02-14 13:27:44,2026-02-14 13:19:44,pending,10.33,,
3169,3169,28,2026-01-23 13:23:44,2026-01-23 13:57:44,2026-01-23 14:18:44,in_transit,18.35,4.63,Good experience
3170,3170,31,2026-02-22 12:58:44,2026-02-22 13:57:44,2026-02-22 13:59:44,failed,15.79,3.36,Fast delivery
3171,3171,12,2026-02-24 13:14:44,2026-02-24 14:24:44,2026-02-24 14:38:44,failed,2.72,4.03,Good experience
3172,3172,27,2026-03-05 13:07:44,2026-03-05 13:52:44,2026-03-05 14:05:44,in_transit,19.84,4.01,Fast delivery
3173,3173,31,2026-02-06 12:55:44,2026-02-06 13:38:44,2026-02-06 13:25:44,delivered,6.76,3.94,Great service!
3174,3174,48,2026-02-07 13:06:44,2026-02-07 14:03:44,,delivered,21.83,3.36,Fast delivery
3175,3175,35,2026-04-15 13:06:44,2026-04-15 14:30:44,2026-04-15 14:43:44,in_transit,14.27,3.2,Great service!
3176,3176,11,2026-01-25 12:48:44,2026-01-25 14:17:44,2026-01-25 14:42:44,pending,2.6,3.27,
3177,3177,3,2026-02-28 13:00:44,2026-02-28 14:15:44,,failed,24.17,4.03,Good experience
3178,3178,29,2026-03-29 13:09:44,2026-03-29 13:33:44,2026-03-29 13:27:44,pending,15.14,3.02,Fast delivery
3179,3179,32,2026-03-04 12:55:44,2026-03-04 13:22:44,2026-03-04 13:26:44,in_transit,18.5,4.73,
3180,3180,23,2026-01-28 13:21:44,2026-01-28 14:51:44,,in_transit,3.05,3.86,Fast delivery
3181,3181,10,2026-02-24 13:17:44,2026-02-24 14:46:44,2026-02-24 15:15:44,pending,6.69,4.51,Good experience
3182,3182,49,2026-04-03 13:03:44,2026-04-03 13:35:44,2026-04-03 13:48:44,picked_up,10.38,4.38,Great service!
3183,3183,15,2026-03-04 13:18:44,2026-03-04 13:49:44,2026-03-04 13:52:44,in_transit,8.38,3.74,Fast delivery
3184,3184,12,2026-03-03 12:55:44,2026-03-03 14:22:44,2026-03-03 14:13:44,picked_up,12.6,4.72,Fast delivery
3185,3185,49,2026-03-04 13:10:44,2026-03-04 13:54:44,2026-03-04 13:48:44,picked_up,19.96,,Great service!
3186,3186,16,2026-01-20 13:17:44,2026-01-20 14:15:44,2026-01-20 14:39:44,delivered,5.59,3.86,
3187,3187,15,2026-03-24 12:46:44,2026-03-24 13:20:44,2026-03-24 13:15:44,picked_up,23.88,,Good experience
3188,3188,10,2026-03-11 13:08:44,2026-03-11 14:12:44,2026-03-11 14:36:44,failed,15.52,4.19,Fast delivery
3189,3189,38,2026-02-15 13:20:44,2026-02-15 14:11:44,2026-02-15 14:10:44,pending,6.56,,Fast delivery
3190,3190,22,2026-04-06 13:24:44,2026-04-06 13:56:44,2026-04-06 13:56:44,pending,23.35,4.25,
3191,3191,3,2026-02-28 13:18:44,2026-02-28 14:15:44,2026-02-28 14:29:44,pending,3.08,3.63,Great service!
3192,3192,13,2026-02-18 12:49:44,2026-02-18 14:08:44,2026-02-18 14:10:44,picked_up,14.32,3.14,
3193,3193,50,2026-04-04 13:25:44,2026-04-04 14:35:44,2026-04-04 14:35:44,failed,7.81,,Fast delivery
3194,3194,25,2026-02-10 12:55:44,2026-02-10 14:12:44,2026-02-10 14:41:44,in_transit,13.45,4.16,
3195,3195,6,2026-02-26 12:52:44,2026-02-26 14:02:44,2026-02-26 14:13:44,failed,15.18,4.93,
3196,3196,18,2026-03-27 12:51:44,2026-03-27 14:07:44,2026-03-27 14:32:44,failed,23.08,3.4,Good experience
3197,3197,33,2026-04-19 12:54:44,2026-04-19 14:06:44,2026-04-19 13:52:44,assigned,11.59,4.05,Fast delivery
3198,3198,46,2026-03-22 12:46:44,2026-03-22 13:09:44,2026-03-22 13:01:44,delivered,3.88,4.55,
3199,3199,24,2026-02-10 13:13:44,2026-02-10 13:37:44,2026-02-10 13:23:44,picked_up,16.52,3.39,
3200,3200,1,2026-03-01 13:09:44,2026-03-01 13:35:44,2026-03-01 13:59:44,assigned,4.1,4.06,Fast delivery
3201,3201,4,2026-02-27 12:56:44,2026-02-27 13:58:44,2026-02-27 13:49:44,assigned,5.86,4.36,Great service!
3202,3202,13,2026-01-24 13:06:44,2026-01-24 14:26:44,2026-01-24 14:51:44,in_transit,15.82,,Fast delivery
3203,3203,18,2026-01-28 12:49:44,2026-01-28 14:06:44,2026-01-28 13:57:44,failed,16.6,4.54,
3204,3204,3,2026-03-27 12:59:44,2026-03-27 13:46:44,2026-03-27 14:01:44,delivered,2.62,4.41,Good experience
3205,3205,44,2026-03-15 12:46:44,2026-03-15 14:08:44,,picked_up,15.98,3.2,Good experience
3206,3206,46,2026-04-06 13:06:44,2026-04-06 14:26:44,2026-04-06 14:14:44,in_transit,5.68,4.96,Great service!
3207,3207,40,2026-04-04 12:46:44,2026-04-04 14:12:44,2026-04-04 14:05:44,delivered,23.55,3.03,Great service!
3208,3208,50,2026-02-26 12:53:44,2026-02-26 13:43:44,2026-02-26 13:42:44,failed,9.69,,Great service!
3209,3209,11,2026-03-15 13:09:44,2026-03-15 13:36:44,2026-03-15 14:02:44,in_transit,4.57,4.22,Fast delivery
3210,3210,39,2026-04-08 12:50:44,2026-04-08 14:14:44,2026-04-08 14:16:44,assigned,23.78,3.44,Fast delivery
3211,3211,50,2026-03-08 12:59:44,2026-03-08 13:46:44,2026-03-08 13:56:44,delivered,13.58,,Good experience
3212,3212,15,2026-03-01 12:58:44,2026-03-01 14:06:44,2026-03-01 14:33:44,picked_up,8.1,3.74,Fast delivery
3213,3213,11,2026-04-09 12:59:44,2026-04-09 14:22:44,2026-04-09 14:10:44,pending,5.66,,
3214,3214,50,2026-02-13 13:08:44,2026-02-13 13:48:44,2026-02-13 14:07:44,in_transit,4.4,3.95,Great service!
3215,3215,29,2026-03-13 13:10:44,2026-03-13 13:40:44,2026-03-13 13:36:44,picked_up,2.63,4.64,Fast delivery
3216,3216,8,2026-02-27 12:49:44,2026-02-27 13:33:44,2026-02-27 13:42:44,pending,21.31,3.97,Great service!
3217,3217,34,2026-03-20 12:48:44,2026-03-20 13:23:44,2026-03-20 13:19:44,failed,12.56,3.32,
3218,3218,31,2026-03-02 12:51:44,2026-03-02 13:29:44,2026-03-02 13:22:44,assigned,9.89,,
3219,3219,16,2026-02-17 13:13:44,2026-02-17 14:29:44,2026-02-17 14:59:44,failed,7.83,,
3220,3220,18,2026-03-23 12:57:44,2026-03-23 13:34:44,2026-03-23 14:03:44,in_transit,8.61,4.22,Fast delivery
3221,3221,1,2026-02-28 13:16:44,2026-02-28 13:47:44,2026-02-28 13:58:44,picked_up,11.82,3.17,Great service!
3222,3222,11,2026-03-27 13:04:44,2026-03-27 14:14:44,2026-03-27 14:07:44,picked_up,17.85,,
3223,3223,24,2026-02-23 12:56:44,2026-02-23 13:35:44,2026-02-23 13:49:44,in_transit,4.32,,Good experience
3224,3224,43,2026-03-12 13:08:44,2026-03-12 14:36:44,2026-03-12 14:50:44,pending,24.47,,Great service!
3225,3225,31,2026-04-06 13:26:44,2026-04-06 13:53:44,2026-04-06 14:03:44,in_transit,8.34,4.53,
3226,3226,46,2026-03-08 13:08:44,2026-03-08 13:37:44,2026-03-08 13:34:44,in_transit,14.69,3.97,Great service!
3227,3227,32,2026-03-07 12:54:44,2026-03-07 14:13:44,2026-03-07 14:36:44,in_transit,3.5,3.25,Good experience
3228,3228,13,2026-03-24 13:29:44,2026-03-24 14:38:44,2026-03-24 15:01:44,picked_up,23.23,,
3229,3229,13,2026-04-20 12:47:44,2026-04-20 13:47:44,2026-04-20 13:37:44,pending,4.36,3.69,
3230,3230,5,2026-01-26 13:10:44,2026-01-26 14:00:44,2026-01-26 14:04:44,picked_up,9.6,,Great service!
3231,3231,45,2026-02-02 12:56:44,2026-02-02 13:39:44,2026-02-02 14:00:44,assigned,14.43,,Fast delivery
3232,3232,2,2026-02-27 13:07:44,2026-02-27 13:35:44,2026-02-27 13:47:44,pending,12.36,,Great service!
3233,3233,15,2026-03-13 12:46:44,2026-03-13 14:05:44,2026-03-13 14:01:44,failed,15.58,3.33,Fast delivery
3234,3234,37,2026-04-09 13:06:44,2026-04-09 14:30:44,2026-04-09 14:23:44,assigned,18.95,4.62,Great service!
3235,3235,3,2026-03-10 13:30:44,2026-03-10 14:09:44,2026-03-10 14:35:44,failed,3.84,,Great service!
3236,3236,25,2026-02-06 12:55:44,2026-02-06 13:30:44,2026-02-06 13:17:44,delivered,2.75,3.65,Good experience
3237,3237,41,2026-03-12 13:07:44,2026-03-12 14:18:44,2026-03-12 14:06:44,delivered,8.5,4.32,Great service!
3238,3238,40,2026-03-06 13:06:44,2026-03-06 14:33:44,2026-03-06 15:00:44,assigned,19.21,,Fast delivery
3239,3239,19,2026-03-20 13:07:44,2026-03-20 13:29:44,2026-03-20 13:17:44,picked_up,22.92,3.76,Fast delivery
3240,3240,44,2026-01-25 13:03:44,2026-01-25 14:21:44,2026-01-25 14:19:44,assigned,5.12,4.21,
3241,3241,48,2026-04-12 13:20:44,2026-04-12 14:46:44,2026-04-12 15:13:44,picked_up,2.32,,
3242,3242,14,2026-04-02 12:46:44,2026-04-02 13:44:44,2026-04-02 13:55:44,in_transit,3.82,,Fast delivery
3243,3243,11,2026-03-31 13:18:44,2026-03-31 14:28:44,2026-03-31 14:27:44,in_transit,12.51,,
3244,3244,46,2026-02-18 13:03:44,2026-02-18 13:32:44,2026-02-18 13:43:44,delivered,4.94,,Great service!
3245,3245,33,2026-02-19 13:06:44,2026-02-19 13:50:44,2026-02-19 14:14:44,pending,17.5,4.9,Fast delivery
3246,3246,45,2026-03-07 13:26:44,2026-03-07 14:46:44,2026-03-07 15:16:44,in_transit,6.92,,Great service!
3247,3247,34,2026-03-05 12:57:44,2026-03-05 14:05:44,2026-03-05 14:00:44,in_transit,7.44,4.92,Good experience
3248,3248,39,2026-02-09 13:30:44,2026-02-09 14:24:44,2026-02-09 14:35:44,assigned,10.23,3.13,
3249,3249,21,2026-04-18 12:55:44,2026-04-18 13:52:44,2026-04-18 13:37:44,pending,11.71,,Great service!
3250,3250,49,2026-02-13 13:01:44,2026-02-13 13:39:44,2026-02-13 13:53:44,picked_up,15.93,,
3251,3251,26,2026-02-27 13:22:44,2026-02-27 13:45:44,2026-02-27 13:47:44,pending,22.64,,Good experience
3252,3252,2,2026-02-01 13:31:44,2026-02-01 14:51:44,2026-02-01 15:13:44,pending,7.98,3.74,Fast delivery
3253,3253,25,2026-02-20 13:16:44,2026-02-20 14:21:44,2026-02-20 14:50:44,in_transit,18.49,,
3254,3254,35,2026-04-03 12:51:44,2026-04-03 14:01:44,2026-04-03 13:56:44,assigned,16.31,3.21,
3255,3255,44,2026-03-21 13:01:44,2026-03-21 14:04:44,2026-03-21 14:24:44,assigned,19.61,,Good experience
3256,3256,38,2026-04-10 13:28:44,2026-04-10 13:56:44,2026-04-10 13:45:44,in_transit,20.53,,Great service!
3257,3257,24,2026-03-14 13:21:44,2026-03-14 13:43:44,2026-03-14 14:00:44,delivered,13.14,3.73,Good experience
3258,3258,18,2026-03-02 13:19:44,2026-03-02 13:56:44,2026-03-02 14:26:44,failed,4.49,3.27,Good experience
3259,3259,47,2026-02-19 13:30:44,2026-02-19 13:58:44,2026-02-19 13:57:44,delivered,8.19,3.45,Fast delivery
3260,3260,29,2026-03-16 12:57:44,2026-03-16 13:33:44,2026-03-16 13:38:44,assigned,6.6,4.6,Good experience
3261,3261,21,2026-02-28 13:28:44,2026-02-28 13:50:44,2026-02-28 13:57:44,pending,16.92,3.51,
3262,3262,49,2026-04-15 13:23:44,2026-04-15 14:41:44,2026-04-15 15:03:44,in_transit,11.63,4.93,
3263,3263,24,2026-02-14 13:27:44,2026-02-14 13:48:44,2026-02-14 14:05:44,delivered,3.58,3.57,Great service!
3264,3264,10,2026-03-04 13:24:44,2026-03-04 14:23:44,2026-03-04 14:08:44,failed,10.73,,
3265,3265,37,2026-03-21 13:31:44,2026-03-21 14:51:44,2026-03-21 14:37:44,assigned,10.52,3.74,Great service!
3266,3266,44,2026-04-13 13:25:44,2026-04-13 14:39:44,,in_transit,4.66,3.62,
3267,3267,7,2026-03-06 13:02:44,2026-03-06 14:28:44,2026-03-06 14:27:44,delivered,3.94,4.47,
